2 theta,Intensity
12.35833421,0.370371241
12.37877375,0.288981107
12.39921329,0.242333659
12.41965283,0.322442787
12.44009237,0.314030712
12.46053191,0.281333547
12.48097145,0.403170734
12.50141099,0.285445053
12.52185053,0.22155928
12.54229007,0.35908286
12.5627296,0.267460239
12.58316914,0.137663637
12.60360868,0.422818055
12.62404822,0.360770715
12.64448776,0.338674395
12.6649273,0.342640206
12.68536684,0.273709815
12.70580638,0.20827211
12.72624592,0.37722987
12.74668546,0.405583094
12.767125,0.395762338
12.78756453,0.471031491
12.80800407,0.360557219
12.82844361,0.279617301
12.84888315,0.231683958
12.86932269,0.27925719
12.88976223,0.411920332
12.91020177,0.213006715
12.93064131,0.350919118
12.95108085,0.294407542
12.97152039,0.345555318
12.99195993,0.30470967
13.01239946,0.458328931
13.032839,0.408843656
13.05327854,0.456601068
13.07371808,0.362017832
13.09415762,0.423705062
13.11459716,0.485412755
13.1350367,0.297140913
13.15547624,0.343264536
13.17591578,0.502255845
13.19635532,0.390434284
13.21679486,0.457452633
13.23723439,0.262338669
13.25767393,0.324189613
13.27811347,0.340922132
13.29855301,0.404550116
13.31899255,0.386601342
13.33943209,0.549228588
13.35987163,0.296945743
13.38031117,0.41621114
13.40075071,0.335844223
13.42119025,0.319733882
13.44162979,0.303644006
13.46206933,0.212921815
13.48250886,0.321872867
13.5029484,0.389177717
13.52338794,0.36101692
13.54382748,0.294682143
13.56426702,0.395034497
13.58470656,0.313115648
13.6051461,0.28677282
13.62558564,0.402811567
13.64602518,0.428593
13.66646472,0.379742121
13.68690426,0.294453372
13.70734379,0.37064342
13.72778333,0.354840045
13.74822287,0.366834911
13.76866241,0.425725242
13.78910195,0.439497148
13.80954149,0.493220074
13.82998103,0.404602354
13.85042057,0.421907875
13.87086011,0.42187275
13.89129965,0.322899756
13.91173919,0.251725004
13.93217872,0.51564016
13.95261826,0.463603559
13.9730578,0.456726311
13.99349734,0.290147306
14.01393688,0.31976932
14.03437642,0.441425687
14.05481596,0.406852519
14.0752555,0.523341482
14.09569504,0.495753687
14.11613458,0.249436356
14.13657412,0.470153378
14.15701365,0.378390865
14.17745319,0.430746039
14.19789273,0.345968899
14.21833227,0.44350389
14.23877181,0.367448234
14.25921135,0.221968598
14.27965089,0.395953871
14.30009043,0.30607072
14.32052997,0.372458032
14.34096951,0.371157476
14.36140905,0.366405162
14.38184858,0.629034424
14.40228812,0.415989705
14.42272766,0.324493228
14.4431672,0.434406105
14.46360674,0.294339446
14.48404628,0.324432141
14.50448582,0.363225855
14.52492536,0.283984478
14.5453649,0.303721899
14.56580444,0.497090895
14.58624398,0.482147022
14.60668352,0.389098614
14.62712305,0.261348447
14.64756259,0.275979856
14.66800213,0.391326174
14.68844167,0.263637401
14.70888121,0.182844092
14.72932075,0.247904581
14.74976029,0.299096645
14.77019983,0.256559174
14.79063937,0.278278278
14.81107891,0.235781735
14.83151845,0.382541768
14.85195798,0.22376671
14.87239752,0.249039894
14.89283706,0.345514097
14.9132766,0.311800432
14.93371614,0.285051675
14.95415568,0.15936505
14.97459522,0.242032222
14.99503476,0.366386525
15.0154743,0.268539071
15.03591384,0.210642636
15.05635338,0.286447221
15.07679291,0.112272271
15.09723245,0.278395562
15.11767199,0.333428207
15.13811153,0.051675761
15.15855107,0.080707668
15.17899061,0.387537817
15.19943015,0.347166208
15.21986969,0.060287286
15.24030923,0.271692717
15.26074877,0.22964639
15.28118831,0.139009416
15.30162784,0.17860124
15.32206738,0.143560751
15.34250692,0.202290726
15.36294646,0.123888388
15.383386,0.139256514
15.40382554,0.328256215
15.42426508,0.065887492
